Time,theta1_acc,theta2_acc,d3_acc,theta4_acc
24.14,0.0456743,0,0,-0.0293888
24.16,0.0452414,0,0,-0.029375
24.18,0.0448084,0,0,-0.0293611
24.2,0.0443755,0,0,-0.0293472
24.22,0.0439426,0,0,-0.0293333
24.24,0.0435096,0,0,-0.0293195
24.26,0.0430767,0,0,-0.0293056
24.28,0.0426438,0,0,-0.0292917
24.3,0.0422108,0,0,-0.0292778
24.32,0.0417779,0,0,-0.029264
24.34,0.041345,0,0,-0.0292501
24.36,0.040912,0,0,-0.0292362
24.38,0.0404791,0,0,-0.0292224
24.4,0.0400462,0,0,-0.0292085
24.42,0.0396133,0,0,-0.0291946
24.44,0.0391803,0,0,-0.0291807
24.46,0.0387474,0,0,-0.0291669
24.48,0.0383145,0,0,-0.029153
24.5,0.0378815,0,0,-0.0291391
24.52,0.0374486,0,0,-0.0291252
24.54,0.0370157,0,0,-0.0291114
24.56,0.0365827,0,0,-0.0290975
24.58,0.0361498,0,0,-0.0290836
24.6,0.0357169,0,0,-0.0290698
24.62,0.0352839,0,0,-0.0290559
24.64,0.034851,0,0,-0.029042
24.66,0.0344181,0,0,-0.0290281
24.68,0.0339851,0,0,-0.0290143
24.7,0.0335522,0,0,-0.0290004
24.72,0.0331193,0,0,-0.0289865
24.74,0.0326863,0,0,-0.0289726
24.76,0.0322534,0,0,-0.0289588
24.78,0.0318205,0,0,-0.0289449
24.8,0.0313875,0,0,-0.028931
24.82,0.0309546,0,0,-0.0289172
24.84,0.0305217,0,0,-0.0289033
24.86,0.0300888,0,0,-0.0288894
24.88,0.0296558,0,0,-0.0288755
24.9,0.0292229,0,0,-0.0288617
24.92,0.02879,0,0,-0.0288478
24.94,0.028357,0,0,-0.0288339
24.96,0.0279241,0,0,-0.02882
24.98,0.0274912,0,0,-0.0288062
25,0.0270582,0,0,-0.0287923
25.02,0.0266253,0,0,-0.0287784
25.04,0.0261924,0,0,-0.0287646
25.06,0.0257594,0,0,-0.0287507
25.08,0.0253265,0,0,-0.0287368
25.1,0.0248936,0,0,-0.0287229
25.12,0.0244606,0,0,-0.0287091
25.14,0.0240277,0,0,-0.0286952
25.16,0.0235948,0,0,-0.0286813
25.18,0.0231618,0,0,-0.0286674
25.2,0.0227289,0,0,-0.0286536
25.22,0.022296,0,0,-0.0286397
25.24,0.0218631,0,0,-0.0286258
25.26,0.0214301,0,0,-0.028612
25.28,0.0209972,0,0,-0.0285981
25.3,0.0205643,0,0,-0.0285842
25.32,0.0201313,0,0,-0.0285703
25.34,0.0196984,0,0,-0.0285565
25.36,0.0192655,0,0,-0.0285426
25.38,0.0188325,0,0,-0.0285287
25.4,0.0183996,0,0,-0.0285149
25.42,0.0179667,0,0,-0.028501
25.44,0.0175337,0,0,-0.0284871
25.46,0.0171008,0,0,-0.0284732
25.48,0.0166679,0,0,-0.0284594
25.5,0.0162349,0,0,-0.0284455
25.52,0.015802,0,0,-0.0284316
25.54,0.0153691,0,0,-0.0284177
25.56,0.0149361,0,0,-0.0284039
25.58,0.0145032,0,0,-0.02839
25.6,0.0140703,0,0,-0.0283761
25.62,0.0136373,0,0,-0.0283623
25.64,0.0132044,0,0,-0.0283484
25.66,0.0127715,0,0,-0.0283345
25.68,0.0123386,0,0,-0.0283206
25.7,0.0119056,0,0,-0.0283068
25.72,0.0114727,0,0,-0.0282929
25.74,0.0110398,0,0,-0.028279
25.76,0.0106068,0,0,-0.0282651
25.78,0.0101739,0,0,-0.0282513
25.8,0.00974096,0,0,-0.0282374
25.82,0.00930803,0,0,-0.0282235
25.84,0.0088751,0,0,-0.0282097
25.86,0.00844217,0,0,-0.0281958
25.88,0.00800924,0,0,-0.0281819
25.9,0.0075763,0,0,-0.028168
25.92,0.00714337,0,0,-0.0281542
25.94,0.00671044,0,0,-0.0281403
25.96,0.00627751,0,0,-0.0281264
25.98,0.00584458,0,0,-0.0281125
26,0.00541165,0,0,-0.0280987
26.02,0.00497871,0,0,-0.0280848
26.04,0.00454578,0,0,-0.0280709
26.06,0.00411285,0,0,-0.0280571
26.08,0.00367992,0,0,-0.0280432
26.1,0.00324699,0,0,-0.0280293
26.12,0.00281406,0,0,-0.0280154
26.14,0.00238112,0,0,-0.0280016
26.16,0.00194819,0,0,-0.0279877
26.18,0.00151526,0,0,-0.0279738
26.2,0.00108233,0,0,-0.0279599
26.22,0.000649398,0,0,-0.0279461
26.24,0.000216466,0,0,-0.0279322
26.26,-0.000216466,0,0,-0.0279183
26.28,-0.000649398,0,0,-0.0279045
26.3,-0.00108233,0,0,-0.0278906
26.32,-0.00151526,0,0,-0.0278767
26.34,-0.00194819,0,0,-0.0278628
26.36,-0.00238112,0,0,-0.027849
26.38,-0.00281406,0,0,-0.0278351
26.4,-0.00324699,0,0,-0.0278212
26.42,-0.00367992,0,0,-0.0278074
26.44,-0.00411285,0,0,-0.0277935
26.46,-0.00454578,0,0,-0.0277796
26.48,-0.00497871,0,0,-0.0277657
26.5,-0.00541165,0,0,-0.0277519
26.52,-0.00584458,0,0,-0.027738
26.54,-0.00627751,0,0,-0.0277241
26.56,-0.00671044,0,0,-0.0277102
26.58,-0.00714337,0,0,-0.0276964
26.6,-0.0075763,0,0,-0.0276825
26.62,-0.00800924,0,0,-0.0276686
26.64,-0.00844217,0,0,-0.0276548
26.66,-0.0088751,0,0,-0.0276409
26.68,-0.00930803,0,0,-0.027627
26.7,-0.00974096,0,0,-0.0276131
26.72,-0.0101739,0,0,-0.0275993
26.74,-0.0106068,0,0,-0.0275854
26.76,-0.0110398,0,0,-0.0275715
26.78,-0.0114727,0,0,-0.0275576
26.8,-0.0119056,0,0,-0.0275438
26.82,-0.0123386,0,0,-0.0275299
26.84,-0.0127715,0,0,-0.027516
26.86,-0.0132044,0,0,-0.0275022
26.88,-0.0136373,0,0,-0.0274883
26.9,-0.0140703,0,0,-0.0274744
26.92,-0.0145032,0,0,-0.0274605
26.94,-0.0149361,0,0,-0.0274467
26.96,-0.0153691,0,0,-0.0274328
26.98,-0.015802,0,0,-0.0274189
27,-0.0162349,0,0,-0.027405
27.02,-0.0166679,0,0,-0.0273912
27.04,-0.0171008,0,0,-0.0273773
27.06,-0.0175337,0,0,-0.0273634
27.08,-0.0179667,0,0,-0.0273496
27.1,-0.0183996,0,0,-0.0273357
27.12,-0.0188325,0,0,-0.0273218
27.14,-0.0192655,0,0,-0.0273079
27.16,-0.0196984,0,0,-0.0272941
27.18,-0.0201313,0,0,-0.0272802
27.2,-0.0205643,0,0,-0.0272663
27.22,-0.0209972,0,0,-0.0272524
27.24,-0.0214301,0,0,-0.0272386
27.26,-0.0218631,0,0,-0.0272247
27.28,-0.022296,0,0,-0.0272108
27.3,-0.0227289,0,0,-0.027197
27.32,-0.0231618,0,0,-0.0271831
27.34,-0.0235948,0,0,-0.0271692
27.36,-0.0240277,0,0,-0.0271553
27.38,-0.0244606,0,0,-0.0271415
27.4,-0.0248936,0,0,-0.0271276
27.42,-0.0253265,0,0,-0.0271137
27.44,-0.0257594,0,0,-0.0270998
27.46,-0.0261924,0,0,-0.027086
27.48,-0.0266253,0,0,-0.0270721
27.5,-0.0270582,0,0,-0.0270582
27.52,-0.0274912,0,0,-0.0270444
27.54,-0.0279241,0,0,-0.0270305
27.56,-0.028357,0,0,-0.0270166
27.58,-0.02879,0,0,-0.0270027
27.6,-0.0292229,0,0,-0.0269889
27.62,-0.0296558,0,0,-0.026975
27.64,-0.0300888,0,0,-0.0269611
27.66,-0.0305217,0,0,-0.0269473
27.68,-0.0309546,0,0,-0.0269334
27.7,-0.0313875,0,0,-0.0269195
27.72,-0.0318205,0,0,-0.0269056
27.74,-0.0322534,0,0,-0.0268918
27.76,-0.0326863,0,0,-0.0268779
27.78,-0.0331193,0,0,-0.026864
27.8,-0.0335522,0,0,-0.0268501
27.82,-0.0339851,0,0,-0.0268363
27.84,-0.0344181,0,0,-0.0268224
27.86,-0.034851,0,0,-0.0268085
27.88,-0.0352839,0,0,-0.0267947
27.9,-0.0357169,0,0,-0.0267808
27.92,-0.0361498,0,0,-0.0267669
27.94,-0.0365827,0,0,-0.026753
27.96,-0.0370157,0,0,-0.0267392
27.98,-0.0374486,0,0,-0.0267253
28,-0.0378815,0,0,-0.0267114
28.02,-0.0383145,0,0,-0.0266975
28.04,-0.0387474,0,0,-0.0266837
28.06,-0.0391803,0,0,-0.0266698
28.08,-0.0396133,0,0,-0.0266559
28.1,-0.0400462,0,0,-0.0266421
28.12,-0.0404791,0,0,-0.0266282
28.14,-0.040912,0,0,-0.0266143
28.16,-0.041345,0,0,-0.0266004
28.18,-0.0417779,0,0,-0.0265866
28.2,-0.0422108,0,0,-0.0265727
28.22,-0.0426438,0,0,-0.0265588
28.24,-0.0430767,0,0,-0.0265449
28.26,-0.0435096,0,0,-0.0265311
28.28,-0.0439426,0,0,-0.0265172
28.3,-0.0443755,0,0,-0.0265033
28.32,-0.0448084,0,0,-0.0264895
28.34,-0.0452414,0,0,-0.0264756
28.36,-0.0456743,0,0,-0.0264617
28.38,-0.0461072,0,0,-0.0264478
28.4,-0.0465402,0,0,-0.026434
28.42,-0.0469731,0,0,-0.0264201
28.44,-0.047406,0,0,-0.0264062
28.46,-0.047839,0,0,-0.0263923
28.48,-0.0482719,0,0,-0.0263785
28.5,-0.0487048,0,0,-0.0263646
28.52,-0.0491377,0,0,-0.0263507
28.54,-0.0495707,0,0,-0.0263369
28.56,-0.0500036,0,0,-0.026323
28.58,-0.0504365,0,0,-0.0263091
28.6,-0.0508695,0,0,-0.0262952
28.62,-0.0513024,0,0,-0.0262814
28.64,-0.0517353,0,0,-0.0262675
28.66,-0.0521683,0,0,-0.0262536
28.68,-0.0526012,0,0,-0.0262397
28.7,-0.0530341,0,0,-0.0262259
28.72,-0.0534671,0,0,-0.026212
28.74,-0.0539,0,0,-0.0261981
28.76,-0.0543329,0,0,-0.0261843
28.78,-0.0547659,0,0,-0.0261704
28.8,-0.0551988,0,0,-0.0261565
28.82,-0.0556317,0,0,-0.0261426
28.84,-0.0560647,0,0,-0.0261288
28.86,-0.0564976,0,0,-0.0261149
28.88,-0.0569305,0,0,-0.026101
28.9,-0.0573635,0,0,-0.0260872
28.92,-0.0577964,0,0,-0.0260733
28.94,-0.0582293,0,0,-0.0260594
28.96,-0.0586622,0,0,-0.0260455
28.98,-0.0590952,0,0,-0.0260317
29,-0.0595281,0,0,-0.0260178
29.02,-0.059961,0,0,-0.0260039
29.04,-0.060394,0,0,-0.02599
29.06,-0.0608269,0,0,-0.0259762
29.08,-0.0612598,0,0,-0.0259623
29.1,-0.0616928,0,0,-0.0259484
29.12,-0.0621257,0,0,-0.0259346
29.14,-0.0625586,0,0,-0.0259207
29.16,-0.0629916,0,0,-0.0259068
29.18,-0.0634245,0,0,-0.0258929
29.2,-0.0638574,0,0,-0.0258791
29.22,-0.0642904,0,0,-0.0258652
29.24,-0.0647233,0,0,-0.0258513
29.26,-0.0651562,0,0,-0.0258374
29.28,-0.0655892,0,0,-0.0258236
29.3,-0.0660221,0,0,-0.0258097
29.32,-0.066455,0,0,-0.0257958
29.34,-0.0668879,0,0,-0.025782
29.36,-0.0673209,0,0,-0.0257681
29.38,-0.0677538,0,0,-0.0257542
29.4,-0.0681867,0,0,-0.0257403
29.42,-0.0686197,0,0,-0.0257265
29.44,-0.0690526,0,0,-0.0257126
29.46,-0.0694855,0,0,-0.0256987
29.48,-0.0699185,0,0,-0.0256848
29.5,-0.0703514,0,0,-0.025671
29.52,-0.0707843,0,0,-0.0256571
29.54,-0.0712173,0,0,-0.0256432
29.56,-0.0716502,0,0,-0.0256294
29.58,-0.0720831,0,0,-0.0256155
29.6,-0.0725161,0,0,-0.0256016
29.62,-0.072949,0,0,-0.0255877
29.64,-0.0733819,0,0,-0.0255739
29.66,-0.0738149,0,0,-0.02556
29.68,-0.0742478,0,0,-0.0255461
29.7,-0.0746807,0,0,-0.0255322
29.72,-0.0751136,0,0,-0.0255184
29.74,-0.0755466,0,0,-0.0255045
29.76,-0.0759795,0,0,-0.0254906
29.78,-0.0764124,0,0,-0.0254768
29.8,-0.0768454,0,0,-0.0254629
29.82,-0.0772783,0,0,-0.025449
29.84,-0.0777112,0,0,-0.0254351
29.86,-0.0781442,0,0,-0.0254213
29.88,-0.0785771,0,0,-0.0254074
29.9,-0.07901,0,0,-0.0253935
29.92,-0.079443,0,0,-0.0253796
29.94,-0.0798759,0,0,-0.0253658
29.96,-0.0803088,0,0,-0.0253519
29.98,-0.0807418,0,0,-0.025338
30,-0.0811747,0,0,-0.0253242
