Time,theta1_vel,theta2_vel,d3_vel,theta4_vel
25.94,0.151162,0,0,0.108533
25.96,0.151292,0,0,0.10797
25.98,0.151414,0,0,0.107408
26,0.151526,0,0,0.106846
26.02,0.15163,0,0,0.106284
26.04,0.151725,0,0,0.105722
26.06,0.151812,0,0,0.105161
26.08,0.15189,0,0,0.1046
26.1,0.151959,0,0,0.104039
26.12,0.15202,0,0,0.103479
26.14,0.152072,0,0,0.102919
26.16,0.152115,0,0,0.102359
26.18,0.15215,0,0,0.101799
26.2,0.152175,0,0,0.10124
26.22,0.152193,0,0,0.100681
26.24,0.152201,0,0,0.100122
26.26,0.152201,0,0,0.0995635
26.28,0.152193,0,0,0.0990052
26.3,0.152175,0,0,0.0984473
26.32,0.15215,0,0,0.0978896
26.34,0.152115,0,0,0.0973322
26.36,0.152072,0,0,0.0967751
26.38,0.15202,0,0,0.0962183
26.4,0.151959,0,0,0.0956617
26.42,0.15189,0,0,0.0951054
26.44,0.151812,0,0,0.0945494
26.46,0.151725,0,0,0.0939937
26.48,0.15163,0,0,0.0934382
26.5,0.151526,0,0,0.092883
26.52,0.151414,0,0,0.0923281
26.54,0.151292,0,0,0.0917735
26.56,0.151162,0,0,0.0912192
26.58,0.151024,0,0,0.0906651
26.6,0.150877,0,0,0.0901113
26.62,0.150721,0,0,0.0895578
26.64,0.150556,0,0,0.0890046
26.66,0.150383,0,0,0.0884516
26.68,0.150201,0,0,0.0878989
26.7,0.150011,0,0,0.0873465
26.72,0.149812,0,0,0.0867944
26.74,0.149604,0,0,0.0862426
26.76,0.149387,0,0,0.085691
26.78,0.149162,0,0,0.0851397
26.8,0.148929,0,0,0.0845887
26.82,0.148686,0,0,0.084038
26.84,0.148435,0,0,0.0834875
26.86,0.148175,0,0,0.0829373
26.88,0.147907,0,0,0.0823874
26.9,0.14763,0,0,0.0818378
26.92,0.147344,0,0,0.0812884
26.94,0.14705,0,0,0.0807394
26.96,0.146747,0,0,0.0801906
26.98,0.146435,0,0,0.079642
27,0.146114,0,0,0.0790938
27.02,0.145785,0,0,0.0785458
27.04,0.145448,0,0,0.0779982
27.06,0.145101,0,0,0.0774508
27.08,0.144746,0,0,0.0769036
27.1,0.144383,0,0,0.0763568
27.12,0.14401,0,0,0.0758102
27.14,0.143629,0,0,0.0752639
27.16,0.14324,0,0,0.0747179
27.18,0.142841,0,0,0.0741721
27.2,0.142435,0,0,0.0736267
27.22,0.142019,0,0,0.0730815
27.24,0.141595,0,0,0.0725366
27.26,0.141162,0,0,0.0719919
27.28,0.14072,0,0,0.0714476
27.3,0.14027,0,0,0.0709035
27.32,0.139811,0,0,0.0703597
27.34,0.139343,0,0,0.0698162
27.36,0.138867,0,0,0.0692729
27.38,0.138382,0,0,0.06873
27.4,0.137889,0,0,0.0681873
27.42,0.137387,0,0,0.0676449
27.44,0.136876,0,0,0.0671027
27.46,0.136356,0,0,0.0665609
27.48,0.135828,0,0,0.0660193
27.5,0.135291,0,0,0.065478
27.52,0.134746,0,0,0.064937
27.54,0.134192,0,0,0.0643962
27.56,0.133629,0,0,0.0638557
27.58,0.133057,0,0,0.0633155
27.6,0.132477,0,0,0.0627756
27.62,0.131888,0,0,0.062236
27.64,0.131291,0,0,0.0616966
27.66,0.130685,0,0,0.0611576
27.68,0.13007,0,0,0.0606187
27.7,0.129447,0,0,0.0600802
27.72,0.128814,0,0,0.059542
27.74,0.128174,0,0,0.059004
27.76,0.127524,0,0,0.0584663
27.78,0.126866,0,0,0.0579289
27.8,0.1262,0,0,0.0573917
27.82,0.125524,0,0,0.0568549
27.84,0.12484,0,0,0.0563183
27.86,0.124147,0,0,0.055782
27.88,0.123446,0,0,0.0552459
27.9,0.122736,0,0,0.0547102
27.92,0.122017,0,0,0.0541747
27.94,0.12129,0,0,0.0536395
27.96,0.120554,0,0,0.0531046
27.98,0.11981,0,0,0.0525699
28,0.119056,0,0,0.0520356
28.02,0.118294,0,0,0.0515015
28.04,0.117524,0,0,0.0509677
28.06,0.116744,0,0,0.0504341
28.08,0.115956,0,0,0.0499009
28.1,0.11516,0,0,0.0493679
28.12,0.114355,0,0,0.0488352
28.14,0.113541,0,0,0.0483028
28.16,0.112718,0,0,0.0477706
28.18,0.111887,0,0,0.0472388
28.2,0.111047,0,0,0.0467072
28.22,0.110198,0,0,0.0461759
28.24,0.109341,0,0,0.0456448
28.26,0.108475,0,0,0.0451141
28.28,0.107601,0,0,0.0445836
28.3,0.106718,0,0,0.0440534
28.32,0.105826,0,0,0.0435234
28.34,0.104925,0,0,0.0429938
28.36,0.104016,0,0,0.0424644
28.38,0.103098,0,0,0.0419353
28.4,0.102172,0,0,0.0414065
28.42,0.101237,0,0,0.040878
28.44,0.100293,0,0,0.0403497
28.46,0.0993405,0,0,0.0398217
28.48,0.0983794,0,0,0.039294
28.5,0.0974096,0,0,0.0387666
28.52,0.0964312,0,0,0.0382394
28.54,0.0954441,0,0,0.0377125
28.56,0.0944484,0,0,0.0371859
28.58,0.093444,0,0,0.0366596
28.6,0.0924309,0,0,0.0361336
28.62,0.0914092,0,0,0.0356078
28.64,0.0903788,0,0,0.0350823
28.66,0.0893398,0,0,0.0345571
28.68,0.0882921,0,0,0.0340322
28.7,0.0872357,0,0,0.0335075
28.72,0.0861707,0,0,0.0329831
28.74,0.0850971,0,0,0.032459
28.76,0.0840147,0,0,0.0319352
28.78,0.0829237,0,0,0.0314117
28.8,0.0818241,0,0,0.0308884
28.82,0.0807158,0,0,0.0303654
28.84,0.0795988,0,0,0.0298427
28.86,0.0784732,0,0,0.0293203
28.88,0.0773389,0,0,0.0287981
28.9,0.076196,0,0,0.0282762
28.92,0.0750444,0,0,0.0277546
28.94,0.0738841,0,0,0.0272333
28.96,0.0727152,0,0,0.0267122
28.98,0.0715376,0,0,0.0261915
29,0.0703514,0,0,0.025671
29.02,0.0691565,0,0,0.0251508
29.04,0.067953,0,0,0.0246308
29.06,0.0667408,0,0,0.0241112
29.08,0.0655199,0,0,0.0235918
29.1,0.0642904,0,0,0.0230727
29.12,0.0630522,0,0,0.0225538
29.14,0.0618053,0,0,0.0220353
29.16,0.0605498,0,0,0.021517
29.18,0.0592857,0,0,0.020999
29.2,0.0580128,0,0,0.0204813
29.22,0.0567314,0,0,0.0199638
29.24,0.0554412,0,0,0.0194467
29.26,0.0541424,0,0,0.0189298
29.28,0.052835,0,0,0.0184132
29.3,0.0515189,0,0,0.0178969
29.32,0.0501941,0,0,0.0173808
29.34,0.0488607,0,0,0.016865
29.36,0.0475186,0,0,0.0163495
29.38,0.0461678,0,0,0.0158343
29.4,0.0448084,0,0,0.0153193
29.42,0.0434404,0,0,0.0148047
29.44,0.0420636,0,0,0.0142903
29.46,0.0406783,0,0,0.0137762
29.48,0.0392842,0,0,0.0132623
29.5,0.0378815,0,0,0.0127488
29.52,0.0364702,0,0,0.0122355
29.54,0.0350502,0,0,0.0117225
29.56,0.0336215,0,0,0.0112098
29.58,0.0321841,0,0,0.0106973
29.6,0.0307382,0,0,0.0101852
29.62,0.0292835,0,0,0.00967326
29.64,0.0278202,0,0,0.00916164
29.66,0.0263482,0,0,0.00865031
29.68,0.0248676,0,0,0.00813924
29.7,0.0233783,0,0,0.00762846
29.72,0.0218804,0,0,0.00711795
29.74,0.0203738,0,0,0.00660773
29.76,0.0188585,0,0,0.00609777
29.78,0.0173346,0,0,0.0055881
29.8,0.015802,0,0,0.0050787
29.82,0.0142608,0,0,0.00456959
29.84,0.0127109,0,0,0.00406074
29.86,0.0111523,0,0,0.00355218
29.88,0.00958511,0,0,0.00304389
29.9,0.00800924,0,0,0.00253588
29.92,0.00642471,0,0,0.00202815
29.94,0.00483152,0,0,0.0015207
29.96,0.00322967,0,0,0.00101352
29.98,0.00161916,0,0,0.000506622
30,1.11022e-16,0,0,9.02056e-17
