Time,theta1_vel,theta2_vel,d3_vel,theta4_vel
11.86,0.148175,-0.0271912,0,0.117006
11.88,0.147907,-0.0273085,0,0.117573
11.9,0.14763,-0.0274221,0,0.118141
11.92,0.147344,-0.0275319,0,0.118708
11.94,0.14705,-0.0276381,0,0.119276
11.96,0.146747,-0.0277405,0,0.119844
11.98,0.146435,-0.0278392,0,0.120413
12,0.146114,-0.0279342,0,0.120982
12.02,0.145785,-0.0280255,0,0.121551
12.04,0.145448,-0.028113,0,0.12212
12.06,0.145101,-0.0281968,0,0.12269
12.08,0.144746,-0.0282769,0,0.12326
12.1,0.144383,-0.0283532,0,0.12383
12.12,0.14401,-0.0284258,0,0.1244
12.14,0.143629,-0.0284947,0,0.124971
12.16,0.14324,-0.0285599,0,0.125542
12.18,0.142841,-0.0286214,0,0.126113
12.2,0.142435,-0.0286791,0,0.126685
12.22,0.142019,-0.0287331,0,0.127257
12.24,0.141595,-0.0287834,0,0.127829
12.26,0.141162,-0.02883,0,0.128401
12.28,0.14072,-0.0288728,0,0.128974
12.3,0.14027,-0.0289119,0,0.129547
12.32,0.139811,-0.0289473,0,0.13012
12.34,0.139343,-0.0289789,0,0.130693
12.36,0.138867,-0.0290069,0,0.131267
12.38,0.138382,-0.0290311,0,0.131841
12.4,0.137889,-0.0290516,0,0.132415
12.42,0.137387,-0.0290683,0,0.13299
12.44,0.136876,-0.0290814,0,0.133565
12.46,0.136356,-0.0290907,0,0.13414
12.48,0.135828,-0.0290963,0,0.134715
12.5,0.135291,-0.0290981,0,0.135291
12.52,0.134746,-0.0290963,0,0.135867
12.54,0.134192,-0.0290907,0,0.136443
12.56,0.133629,-0.0290814,0,0.13702
12.58,0.133057,-0.0290683,0,0.137597
12.6,0.132477,-0.0290516,0,0.138174
12.62,0.131888,-0.0290311,0,0.138751
12.64,0.131291,-0.0290069,0,0.139329
12.66,0.130685,-0.0289789,0,0.139907
12.68,0.13007,-0.0289473,0,0.140485
12.7,0.129447,-0.0289119,0,0.141063
12.72,0.128814,-0.0288728,0,0.141642
12.74,0.128174,-0.02883,0,0.142221
12.76,0.127524,-0.0287834,0,0.142801
12.78,0.126866,-0.0287331,0,0.14338
12.8,0.1262,-0.0286791,0,0.14396
12.82,0.125524,-0.0286214,0,0.14454
12.84,0.12484,-0.0285599,0,0.145121
12.86,0.124147,-0.0284947,0,0.145701
12.88,0.123446,-0.0284258,0,0.146282
12.9,0.122736,-0.0283532,0,0.146864
12.92,0.122017,-0.0282769,0,0.147445
12.94,0.12129,-0.0281968,0,0.148027
12.96,0.120554,-0.028113,0,0.148609
12.98,0.11981,-0.0280255,0,0.149191
13,0.119056,-0.0279342,0,0.149774
13.02,0.118294,-0.0278392,0,0.150357
13.04,0.117524,-0.0277405,0,0.15094
13.06,0.116744,-0.0276381,0,0.151524
13.08,0.115956,-0.0275319,0,0.152107
13.1,0.11516,-0.0274221,0,0.152691
13.12,0.114355,-0.0273085,0,0.153276
13.14,0.113541,-0.0271912,0,0.15386
13.16,0.112718,-0.0270701,0,0.154445
13.18,0.111887,-0.0269453,0,0.15503
13.2,0.111047,-0.0268168,0,0.155616
13.22,0.110198,-0.0266846,0,0.156201
13.24,0.109341,-0.0265487,0,0.156787
13.26,0.108475,-0.026409,0,0.157374
13.28,0.107601,-0.0262656,0,0.15796
13.3,0.106718,-0.0261185,0,0.158547
13.32,0.105826,-0.0259676,0,0.159134
13.34,0.104925,-0.0258131,0,0.159721
13.36,0.104016,-0.0256548,0,0.160309
13.38,0.103098,-0.0254928,0,0.160897
13.4,0.102172,-0.025327,0,0.161485
13.42,0.101237,-0.0251575,0,0.162074
13.44,0.100293,-0.0249843,0,0.162662
13.46,0.0993405,-0.0248074,0,0.163251
13.48,0.0983794,-0.0246268,0,0.163841
13.5,0.0974096,-0.0244424,0,0.16443
13.52,0.0964312,-0.0242543,0,0.16502
13.54,0.0954441,-0.0240625,0,0.16561
13.56,0.0944484,-0.023867,0,0.166201
13.58,0.093444,-0.0236677,0,0.166791
13.6,0.0924309,-0.0234647,0,0.167382
13.62,0.0914092,-0.023258,0,0.167974
13.64,0.0903788,-0.0230476,0,0.168565
13.66,0.0893398,-0.0228334,0,0.169157
13.68,0.0882921,-0.0226155,0,0.169749
13.7,0.0872357,-0.0223939,0,0.170341
13.72,0.0861707,-0.0221686,0,0.170934
13.74,0.0850971,-0.0219395,0,0.171527
13.76,0.0840147,-0.0217067,0,0.17212
13.78,0.0829237,-0.0214702,0,0.172714
13.8,0.0818241,-0.02123,0,0.173307
13.82,0.0807158,-0.020986,0,0.173901
13.84,0.0795988,-0.0207384,0,0.174496
13.86,0.0784732,-0.0204869,0,0.17509
13.88,0.0773389,-0.0202318,0,0.175685
13.9,0.076196,-0.019973,0,0.17628
13.92,0.0750444,-0.0197104,0,0.176876
13.94,0.0738841,-0.0194441,0,0.177471
13.96,0.0727152,-0.019174,0,0.178067
13.98,0.0715376,-0.0189003,0,0.178663
14,0.0703514,-0.0186228,0,0.17926
14.02,0.0691565,-0.0183416,0,0.179857
14.04,0.067953,-0.0180567,0,0.180454
14.06,0.0667408,-0.017768,0,0.181051
14.08,0.0655199,-0.0174756,0,0.181649
14.1,0.0642904,-0.0171795,0,0.182247
14.12,0.0630522,-0.0168797,0,0.182845
14.14,0.0618053,-0.0165762,0,0.183443
14.16,0.0605498,-0.0162689,0,0.184042
14.18,0.0592857,-0.0159579,0,0.184641
14.2,0.0580128,-0.0156432,0,0.18524
14.22,0.0567314,-0.0153247,0,0.18584
14.24,0.0554412,-0.0150025,0,0.18644
14.26,0.0541424,-0.0146766,0,0.18704
14.28,0.052835,-0.014347,0,0.18764
14.3,0.0515189,-0.0140137,0,0.188241
14.32,0.0501941,-0.0136766,0,0.188842
14.34,0.0488607,-0.0133358,0,0.189443
14.36,0.0475186,-0.0129913,0,0.190045
14.38,0.0461678,-0.012643,0,0.190646
14.4,0.0448084,-0.012291,0,0.191249
14.42,0.0434404,-0.0119354,0,0.191851
14.44,0.0420636,-0.0115759,0,0.192453
14.46,0.0406783,-0.0112128,0,0.193056
14.48,0.0392842,-0.0108459,0,0.19366
14.5,0.0378815,-0.0104753,0,0.194263
14.52,0.0364702,-0.010101,0,0.194867
14.54,0.0350502,-0.00972296,0,0.195471
14.56,0.0336215,-0.0093412,0,0.196075
14.58,0.0321841,-0.0089557,0,0.19668
14.6,0.0307382,-0.00856649,0,0.197284
14.62,0.0292835,-0.00817355,0,0.19789
14.64,0.0278202,-0.00777688,0,0.198495
14.66,0.0263482,-0.00737649,0,0.199101
14.68,0.0248676,-0.00697238,0,0.199707
14.7,0.0233783,-0.00656454,0,0.200313
14.72,0.0218804,-0.00615297,0,0.200919
14.74,0.0203738,-0.00573768,0,0.201526
14.76,0.0188585,-0.00531867,0,0.202133
14.78,0.0173346,-0.00489593,0,0.20274
14.8,0.015802,-0.00446947,0,0.203348
14.82,0.0142608,-0.00403929,0,0.203956
14.84,0.0127109,-0.00360537,0,0.204564
14.86,0.0111523,-0.00316774,0,0.205173
14.88,0.00958511,-0.00272638,0,0.205781
14.9,0.00800924,-0.00228129,0,0.20639
14.92,0.00642471,-0.00183248,0,0.207
14.94,0.00483152,-0.00137995,0,0.207609
14.96,0.00322967,-0.000923691,0,0.208219
14.98,0.00161916,-0.000463708,0,0.208829
15,0,0,0,0.20944
15,0,0,0,0.20944
15.02,-0.00830336,0,0,0.211162
15.04,-0.0165623,0,0,0.212876
15.06,-0.0247769,0,0,0.214581
15.08,-0.032947,0,0,0.216276
15.1,-0.0410728,0,0,0.217962
15.12,-0.0491541,0,0,0.219639
15.14,-0.057191,0,0,0.221307
15.16,-0.0651836,0,0,0.222965
15.18,-0.0731317,0,0,0.224614
15.2,-0.0810354,0,0,0.226254
15.22,-0.0888948,0,0,0.227885
15.24,-0.0967097,0,0,0.229507
15.26,-0.10448,0,0,0.231119
15.28,-0.112206,0,0,0.232722
15.3,-0.119888,0,0,0.234316
15.32,-0.127525,0,0,0.235901
15.34,-0.135118,0,0,0.237476
15.36,-0.142667,0,0,0.239043
15.38,-0.150171,0,0,0.2406
15.4,-0.157631,0,0,0.242148
15.42,-0.165046,0,0,0.243686
15.44,-0.172417,0,0,0.245216
15.46,-0.179743,0,0,0.246736
15.48,-0.187025,0,0,0.248247
15.5,-0.194263,0,0,0.249749
15.52,-0.201456,0,0,0.251241
15.54,-0.208605,0,0,0.252725
15.56,-0.21571,0,0,0.254199
15.58,-0.22277,0,0,0.255664
15.6,-0.229785,0,0,0.25712
15.62,-0.236757,0,0,0.258566
15.64,-0.243684,0,0,0.260003
15.66,-0.250566,0,0,0.261431
15.68,-0.257404,0,0,0.26285
15.7,-0.264198,0,0,0.26426
15.72,-0.270947,0,0,0.265661
15.74,-0.277652,0,0,0.267052
15.76,-0.284312,0,0,0.268434
15.78,-0.290928,0,0,0.269807
15.8,-0.2975,0,0,0.27117
15.82,-0.304027,0,0,0.272525
15.84,-0.31051,0,0,0.27387
15.86,-0.316948,0,0,0.275206
15.88,-0.323342,0,0,0.276532
15.9,-0.329692,0,0,0.27785
15.92,-0.335997,0,0,0.279158
15.94,-0.342258,0,0,0.280457
15.96,-0.348475,0,0,0.281747
15.98,-0.354647,0,0,0.283028
16,-0.360774,0,0,0.284299
16.02,-0.366857,0,0,0.285562
16.04,-0.372896,0,0,0.286815
16.06,-0.378891,0,0,0.288059
16.08,-0.384841,0,0,0.289293
16.1,-0.390746,0,0,0.290519
16.12,-0.396607,0,0,0.291735
16.14,-0.402424,0,0,0.292942
16.16,-0.408197,0,0,0.29414
16.18,-0.413925,0,0,0.295328
16.2,-0.419608,0,0,0.296507
16.22,-0.425247,0,0,0.297678
16.24,-0.430842,0,0,0.298838
16.26,-0.436392,0,0,0.29999
16.28,-0.441898,0,0,0.301133
16.3,-0.44736,0,0,0.302266
16.32,-0.452777,0,0,0.30339
16.34,-0.45815,0,0,0.304505
16.36,-0.463478,0,0,0.30561
16.38,-0.468762,0,0,0.306707
16.4,-0.474002,0,0,0.307794
16.42,-0.479197,0,0,0.308872
16.44,-0.484348,0,0,0.309941
16.46,-0.489454,0,0,0.311
16.48,-0.494516,0,0,0.312051
16.5,-0.499533,0,0,0.313092
16.52,-0.504507,0,0,0.314124
16.54,-0.509435,0,0,0.315146
16.56,-0.51432,0,0,0.31616
16.58,-0.51916,0,0,0.317164
16.6,-0.523955,0,0,0.318159
16.62,-0.528706,0,0,0.319145
16.64,-0.533413,0,0,0.320122
16.66,-0.538075,0,0,0.321089
16.68,-0.542693,0,0,0.322047
16.7,-0.547267,0,0,0.322996
16.72,-0.551796,0,0,0.323936
16.74,-0.55628,0,0,0.324867
16.76,-0.560721,0,0,0.325788
16.78,-0.565117,0,0,0.3267
16.8,-0.569468,0,0,0.327603
16.82,-0.573775,0,0,0.328497
16.84,-0.578038,0,0,0.329381
16.86,-0.582256,0,0,0.330257
16.88,-0.58643,0,0,0.331123
16.9,-0.59056,0,0,0.33198
16.92,-0.594645,0,0,0.332827
16.94,-0.598685,0,0,0.333666
16.96,-0.602682,0,0,0.334495
16.98,-0.606633,0,0,0.335315
17,-0.610541,0,0,0.336126
17.02,-0.614404,0,0,0.336927
17.04,-0.618223,0,0,0.33772
17.06,-0.621997,0,0,0.338503
17.08,-0.625727,0,0,0.339277
17.1,-0.629412,0,0,0.340041
17.12,-0.633053,0,0,0.340797
17.14,-0.63665,0,0,0.341543
17.16,-0.640202,0,0,0.34228
17.18,-0.64371,0,0,0.343008
17.2,-0.647173,0,0,0.343727
17.22,-0.650592,0,0,0.344436
17.24,-0.653967,0,0,0.345136
17.26,-0.657297,0,0,0.345827
17.28,-0.660583,0,0,0.346509
17.3,-0.663825,0,0,0.347182
17.32,-0.667022,0,0,0.347845
17.34,-0.670174,0,0,0.348499
17.36,-0.673282,0,0,0.349144
17.38,-0.676346,0,0,0.34978
17.4,-0.679366,0,0,0.350407
17.42,-0.682341,0,0,0.351024
17.44,-0.685271,0,0,0.351632
17.46,-0.688157,0,0,0.352231
17.48,-0.690999,0,0,0.352821
17.5,-0.693797,0,0,0.353401
17.52,-0.69655,0,0,0.353972
17.54,-0.699258,0,0,0.354534
17.56,-0.701922,0,0,0.355087
17.58,-0.704542,0,0,0.355631
17.6,-0.707117,0,0,0.356165
17.62,-0.709648,0,0,0.35669
17.64,-0.712135,0,0,0.357206
17.66,-0.714577,0,0,0.357713
17.68,-0.716975,0,0,0.35821
17.7,-0.719328,0,0,0.358699
17.72,-0.721637,0,0,0.359178
17.74,-0.723902,0,0,0.359648
17.76,-0.726122,0,0,0.360108
17.78,-0.728298,0,0,0.36056
17.8,-0.730429,0,0,0.361002
17.82,-0.732516,0,0,0.361435
17.84,-0.734558,0,0,0.361859
17.86,-0.736557,0,0,0.362274
17.88,-0.73851,0,0,0.362679
17.9,-0.74042,0,0,0.363075
17.92,-0.742285,0,0,0.363462
17.94,-0.744105,0,0,0.36384
17.96,-0.745881,0,0,0.364208
17.98,-0.747613,0,0,0.364568
18,-0.7493,0,0,0.364918
18.02,-0.750943,0,0,0.365259
18.04,-0.752542,0,0,0.365591
18.06,-0.754096,0,0,0.365913
18.08,-0.755605,0,0,0.366226
18.1,-0.757071,0,0,0.36653
18.12,-0.758492,0,0,0.366825
18.14,-0.759868,0,0,0.367111
18.16,-0.7612,0,0,0.367387
18.18,-0.762488,0,0,0.367654
18.2,-0.763731,0,0,0.367912
18.22,-0.76493,0,0,0.368161
18.24,-0.766085,0,0,0.368401
18.26,-0.767195,0,0,0.368631
18.28,-0.76826,0,0,0.368852
18.3,-0.769282,0,0,0.369064
18.32,-0.770258,0,0,0.369267
18.34,-0.771191,0,0,0.36946
18.36,-0.772079,0,0,0.369644
18.38,-0.772923,0,0,0.36982
18.4,-0.773722,0,0,0.369985
18.42,-0.774477,0,0,0.370142
18.44,-0.775187,0,0,0.370289
18.46,-0.775853,0,0,0.370428
18.48,-0.776475,0,0,0.370557
18.5,-0.777052,0,0,0.370676
18.52,-0.777585,0,0,0.370787
18.54,-0.778073,0,0,0.370888
18.56,-0.778517,0,0,0.37098
18.58,-0.778917,0,0,0.371063
18.6,-0.779272,0,0,0.371137
18.62,-0.779583,0,0,0.371202
18.64,-0.779849,0,0,0.371257
18.66,-0.780072,0,0,0.371303
18.68,-0.780249,0,0,0.37134
18.7,-0.780382,0,0,0.371367
18.72,-0.780471,0,0,0.371386
18.74,-0.780516,0,0,0.371395
18.76,-0.780516,0,0,0.371395
18.78,-0.780471,0,0,0.371386
18.8,-0.780382,0,0,0.371367
18.82,-0.780249,0,0,0.37134
18.84,-0.780072,0,0,0.371303
18.86,-0.779849,0,0,0.371257
18.88,-0.779583,0,0,0.371202
18.9,-0.779272,0,0,0.371137
18.92,-0.778917,0,0,0.371063
18.94,-0.778517,0,0,0.37098
18.96,-0.778073,0,0,0.370888
18.98,-0.777585,0,0,0.370787
19,-0.777052,0,0,0.370676
19.02,-0.776475,0,0,0.370557
19.04,-0.775853,0,0,0.370428
19.06,-0.775187,0,0,0.370289
19.08,-0.774477,0,0,0.370142
19.1,-0.773722,0,0,0.369985
19.12,-0.772923,0,0,0.36982
19.14,-0.772079,0,0,0.369644
19.16,-0.771191,0,0,0.36946
19.18,-0.770258,0,0,0.369267
19.2,-0.769282,0,0,0.369064
19.22,-0.76826,0,0,0.368852
19.24,-0.767195,0,0,0.368631
19.26,-0.766085,0,0,0.368401
19.28,-0.76493,0,0,0.368161
19.3,-0.763731,0,0,0.367912
19.32,-0.762488,0,0,0.367654
19.34,-0.7612,0,0,0.367387
19.36,-0.759868,0,0,0.367111
19.38,-0.758492,0,0,0.366825
19.4,-0.757071,0,0,0.36653
19.42,-0.755605,0,0,0.366226
19.44,-0.754096,0,0,0.365913
19.46,-0.752542,0,0,0.365591
19.48,-0.750943,0,0,0.365259
19.5,-0.7493,0,0,0.364918
19.52,-0.747613,0,0,0.364568
19.54,-0.745881,0,0,0.364208
19.56,-0.744105,0,0,0.36384
19.58,-0.742285,0,0,0.363462
19.6,-0.74042,0,0,0.363075
19.62,-0.73851,0,0,0.362679
19.64,-0.736557,0,0,0.362274
19.66,-0.734558,0,0,0.361859
19.68,-0.732516,0,0,0.361435
19.7,-0.730429,0,0,0.361002
19.72,-0.728298,0,0,0.36056
19.74,-0.726122,0,0,0.360108
19.76,-0.723902,0,0,0.359648
19.78,-0.721637,0,0,0.359178
19.8,-0.719328,0,0,0.358699
19.82,-0.716975,0,0,0.35821
19.84,-0.714577,0,0,0.357713
19.86,-0.712135,0,0,0.357206
19.88,-0.709648,0,0,0.35669
19.9,-0.707117,0,0,0.356165
19.92,-0.704542,0,0,0.355631
19.94,-0.701922,0,0,0.355087
19.96,-0.699258,0,0,0.354534
19.98,-0.69655,0,0,0.353972
20,-0.693797,0,0,0.353401
20.02,-0.690999,0,0,0.352821
20.04,-0.688157,0,0,0.352231
20.06,-0.685271,0,0,0.351632
20.08,-0.682341,0,0,0.351024
20.1,-0.679366,0,0,0.350407
20.12,-0.676346,0,0,0.34978
20.14,-0.673282,0,0,0.349144
20.16,-0.670174,0,0,0.348499
20.18,-0.667022,0,0,0.347845
20.2,-0.663825,0,0,0.347182
20.22,-0.660583,0,0,0.346509
20.24,-0.657297,0,0,0.345827
20.26,-0.653967,0,0,0.345136
20.28,-0.650592,0,0,0.344436
20.3,-0.647173,0,0,0.343727
20.32,-0.64371,0,0,0.343008
20.34,-0.640202,0,0,0.34228
20.36,-0.63665,0,0,0.341543
20.38,-0.633053,0,0,0.340797
20.4,-0.629412,0,0,0.340041
20.42,-0.625727,0,0,0.339277
20.44,-0.621997,0,0,0.338503
20.46,-0.618223,0,0,0.33772
20.48,-0.614404,0,0,0.336927
20.5,-0.610541,0,0,0.336126
20.52,-0.606633,0,0,0.335315
20.54,-0.602682,0,0,0.334495
20.56,-0.598685,0,0,0.333666
20.58,-0.594645,0,0,0.332827
20.6,-0.59056,0,0,0.33198
20.62,-0.58643,0,0,0.331123
20.64,-0.582256,0,0,0.330257
20.66,-0.578038,0,0,0.329381
20.68,-0.573775,0,0,0.328497
20.7,-0.569468,0,0,0.327603
20.72,-0.565117,0,0,0.3267
20.74,-0.560721,0,0,0.325788
20.76,-0.55628,0,0,0.324867
20.78,-0.551796,0,0,0.323936
20.8,-0.547267,0,0,0.322996
20.82,-0.542693,0,0,0.322047
20.84,-0.538075,0,0,0.321089
20.86,-0.533413,0,0,0.320122
20.88,-0.528706,0,0,0.319145
20.9,-0.523955,0,0,0.318159
20.92,-0.51916,0,0,0.317164
20.94,-0.51432,0,0,0.31616
20.96,-0.509435,0,0,0.315146
20.98,-0.504507,0,0,0.314124
21,-0.499533,0,0,0.313092
21.02,-0.494516,0,0,0.312051
21.04,-0.489454,0,0,0.311
21.06,-0.484348,0,0,0.309941
21.08,-0.479197,0,0,0.308872
21.1,-0.474002,0,0,0.307794
21.12,-0.468762,0,0,0.306707
21.14,-0.463478,0,0,0.30561
21.16,-0.45815,0,0,0.304505
21.18,-0.452777,0,0,0.30339
21.2,-0.44736,0,0,0.302266
21.22,-0.441898,0,0,0.301133
21.24,-0.436392,0,0,0.29999
21.26,-0.430842,0,0,0.298838
21.28,-0.425247,0,0,0.297678
21.3,-0.419608,0,0,0.296507
21.32,-0.413925,0,0,0.295328
21.34,-0.408197,0,0,0.29414
21.36,-0.402424,0,0,0.292942
21.38,-0.396607,0,0,0.291735
21.4,-0.390746,0,0,0.290519
21.42,-0.384841,0,0,0.289293
21.44,-0.378891,0,0,0.288059
21.46,-0.372896,0,0,0.286815
21.48,-0.366857,0,0,0.285562
21.5,-0.360774,0,0,0.284299
21.52,-0.354647,0,0,0.283028
21.54,-0.348475,0,0,0.281747
21.56,-0.342258,0,0,0.280457
21.58,-0.335997,0,0,0.279158
21.6,-0.329692,0,0,0.27785
21.62,-0.323342,0,0,0.276532
21.64,-0.316948,0,0,0.275206
21.66,-0.31051,0,0,0.27387
21.68,-0.304027,0,0,0.272525
21.7,-0.2975,0,0,0.27117
21.72,-0.290928,0,0,0.269807
21.74,-0.284312,0,0,0.268434
21.76,-0.277652,0,0,0.267052
21.78,-0.270947,0,0,0.265661
21.8,-0.264198,0,0,0.26426
21.82,-0.257404,0,0,0.26285
21.84,-0.250566,0,0,0.261431
21.86,-0.243684,0,0,0.260003
21.88,-0.236757,0,0,0.258566
21.9,-0.229785,0,0,0.25712
21.92,-0.22277,0,0,0.255664
21.94,-0.21571,0,0,0.254199
21.96,-0.208605,0,0,0.252725
21.98,-0.201456,0,0,0.251241
22,-0.194263,0,0,0.249749
22.02,-0.187025,0,0,0.248247
22.04,-0.179743,0,0,0.246736
22.06,-0.172417,0,0,0.245216
22.08,-0.165046,0,0,0.243686
22.1,-0.157631,0,0,0.242148
22.12,-0.150171,0,0,0.2406
22.14,-0.142667,0,0,0.239043
22.16,-0.135118,0,0,0.237476
22.18,-0.127525,0,0,0.235901
22.2,-0.119888,0,0,0.234316
22.22,-0.112206,0,0,0.232722
22.24,-0.10448,0,0,0.231119
22.26,-0.0967097,0,0,0.229507
22.28,-0.0888948,0,0,0.227885
22.3,-0.0810354,0,0,0.226254
22.32,-0.0731317,0,0,0.224614
22.34,-0.0651836,0,0,0.222965
22.36,-0.057191,0,0,0.221307
22.38,-0.0491541,0,0,0.219639
22.4,-0.0410728,0,0,0.217962
22.42,-0.032947,0,0,0.216276
22.44,-0.0247769,0,0,0.214581
22.46,-0.0165623,0,0,0.212876
22.48,-0.00830336,0,0,0.211162
22.5,0,0,0,0.20944
22.5,0,0,0,0.20944
22.52,0.00161916,0,0,0.208829
22.54,0.00322967,0,0,0.208219
22.56,0.00483152,0,0,0.207609
22.58,0.00642471,0,0,0.207
22.6,0.00800924,0,0,0.20639
22.62,0.00958511,0,0,0.205781
22.64,0.0111523,0,0,0.205173
22.66,0.0127109,0,0,0.204564
22.68,0.0142608,0,0,0.203956
22.7,0.015802,0,0,0.203348
22.72,0.0173346,0,0,0.20274
22.74,0.0188585,0,0,0.202133
22.76,0.0203738,0,0,0.201526
22.78,0.0218804,0,0,0.200919
22.8,0.0233783,0,0,0.200313
22.82,0.0248676,0,0,0.199707
22.84,0.0263482,0,0,0.199101
22.86,0.0278202,0,0,0.198495
22.88,0.0292835,0,0,0.19789
22.9,0.0307382,0,0,0.197284
22.92,0.0321841,0,0,0.19668
22.94,0.0336215,0,0,0.196075
22.96,0.0350502,0,0,0.195471
22.98,0.0364702,0,0,0.194867
23,0.0378815,0,0,0.194263
23.02,0.0392842,0,0,0.19366
23.04,0.0406783,0,0,0.193056
23.06,0.0420636,0,0,0.192453
23.08,0.0434404,0,0,0.191851
23.1,0.0448084,0,0,0.191249
23.12,0.0461678,0,0,0.190646
23.14,0.0475186,0,0,0.190045
23.16,0.0488607,0,0,0.189443
23.18,0.0501941,0,0,0.188842
23.2,0.0515189,0,0,0.188241
23.22,0.052835,0,0,0.18764
23.24,0.0541424,0,0,0.18704
23.26,0.0554412,0,0,0.18644
23.28,0.0567314,0,0,0.18584
23.3,0.0580128,0,0,0.18524
23.32,0.0592857,0,0,0.184641
23.34,0.0605498,0,0,0.184042
23.36,0.0618053,0,0,0.183443
23.38,0.0630522,0,0,0.182845
23.4,0.0642904,0,0,0.182247
23.42,0.0655199,0,0,0.181649
23.44,0.0667408,0,0,0.181051
23.46,0.067953,0,0,0.180454
23.48,0.0691565,0,0,0.179857
23.5,0.0703514,0,0,0.17926
23.52,0.0715376,0,0,0.178663
23.54,0.0727152,0,0,0.178067
23.56,0.0738841,0,0,0.177471
23.58,0.0750444,0,0,0.176876
23.6,0.076196,0,0,0.17628
23.62,0.0773389,0,0,0.175685
23.64,0.0784732,0,0,0.17509
23.66,0.0795988,0,0,0.174496
23.68,0.0807158,0,0,0.173901
23.7,0.0818241,0,0,0.173307
23.72,0.0829237,0,0,0.172714
23.74,0.0840147,0,0,0.17212
23.76,0.0850971,0,0,0.171527
23.78,0.0861707,0,0,0.170934
23.8,0.0872357,0,0,0.170341
23.82,0.0882921,0,0,0.169749
23.84,0.0893398,0,0,0.169157
23.86,0.0903788,0,0,0.168565
23.88,0.0914092,0,0,0.167974
23.9,0.0924309,0,0,0.167382
23.92,0.093444,0,0,0.166791
23.94,0.0944484,0,0,0.166201
23.96,0.0954441,0,0,0.16561
23.98,0.0964312,0,0,0.16502
24,0.0974096,0,0,0.16443
24.02,0.0983794,0,0,0.163841
24.04,0.0993405,0,0,0.163251
24.06,0.100293,0,0,0.162662
24.08,0.101237,0,0,0.162074
24.1,0.102172,0,0,0.161485
24.12,0.103098,0,0,0.160897
24.14,0.104016,0,0,0.160309
24.16,0.104925,0,0,0.159721
24.18,0.105826,0,0,0.159134
24.2,0.106718,0,0,0.158547
24.22,0.107601,0,0,0.15796
24.24,0.108475,0,0,0.157374
24.26,0.109341,0,0,0.156787
24.28,0.110198,0,0,0.156201
24.3,0.111047,0,0,0.155616
24.32,0.111887,0,0,0.15503
24.34,0.112718,0,0,0.154445
24.36,0.113541,0,0,0.15386
24.38,0.114355,0,0,0.153276
24.4,0.11516,0,0,0.152691
24.42,0.115956,0,0,0.152107
24.44,0.116744,0,0,0.151524
24.46,0.117524,0,0,0.15094
24.48,0.118294,0,0,0.150357
24.5,0.119056,0,0,0.149774
24.52,0.11981,0,0,0.149191
24.54,0.120554,0,0,0.148609
24.56,0.12129,0,0,0.148027
24.58,0.122017,0,0,0.147445
24.6,0.122736,0,0,0.146864
24.62,0.123446,0,0,0.146282
24.64,0.124147,0,0,0.145701
24.66,0.12484,0,0,0.145121
24.68,0.125524,0,0,0.14454
24.7,0.1262,0,0,0.14396
24.72,0.126866,0,0,0.14338
24.74,0.127524,0,0,0.142801
24.76,0.128174,0,0,0.142221
24.78,0.128814,0,0,0.141642
24.8,0.129447,0,0,0.141063
24.82,0.13007,0,0,0.140485
24.84,0.130685,0,0,0.139907
24.86,0.131291,0,0,0.139329
24.88,0.131888,0,0,0.138751
24.9,0.132477,0,0,0.138174
24.92,0.133057,0,0,0.137597
24.94,0.133629,0,0,0.13702
24.96,0.134192,0,0,0.136443
24.98,0.134746,0,0,0.135867
25,0.135291,0,0,0.135291
25.02,0.135828,0,0,0.134715
25.04,0.136356,0,0,0.13414
25.06,0.136876,0,0,0.133565
25.08,0.137387,0,0,0.13299
25.1,0.137889,0,0,0.132415
25.12,0.138382,0,0,0.131841
25.14,0.138867,0,0,0.131267
25.16,0.139343,0,0,0.130693
25.18,0.139811,0,0,0.13012
25.2,0.14027,0,0,0.129547
25.22,0.14072,0,0,0.128974
25.24,0.141162,0,0,0.128401
25.26,0.141595,0,0,0.127829
25.28,0.142019,0,0,0.127257
25.3,0.142435,0,0,0.126685
25.32,0.142841,0,0,0.126113
25.34,0.14324,0,0,0.125542
25.36,0.143629,0,0,0.124971
25.38,0.14401,0,0,0.1244
25.4,0.144383,0,0,0.12383
25.42,0.144746,0,0,0.12326
25.44,0.145101,0,0,0.12269
25.46,0.145448,0,0,0.12212
25.48,0.145785,0,0,0.121551
25.5,0.146114,0,0,0.120982
25.52,0.146435,0,0,0.120413
25.54,0.146747,0,0,0.119844
25.56,0.14705,0,0,0.119276
25.58,0.147344,0,0,0.118708
25.6,0.14763,0,0,0.118141
25.62,0.147907,0,0,0.117573
25.64,0.148175,0,0,0.117006
25.66,0.148435,0,0,0.116439
25.68,0.148686,0,0,0.115873
25.7,0.148929,0,0,0.115306
25.72,0.149162,0,0,0.11474
25.74,0.149387,0,0,0.114175
25.76,0.149604,0,0,0.113609
25.78,0.149812,0,0,0.113044
25.8,0.150011,0,0,0.112479
25.82,0.150201,0,0,0.111915
25.84,0.150383,0,0,0.11135
25.86,0.150556,0,0,0.110786
25.88,0.150721,0,0,0.110223
25.9,0.150877,0,0,0.109659
25.92,0.151024,0,0,0.109096
