Time,theta1_pos,theta2_pos,d3_pos,theta4_pos
23.84,-2.42166,1.30942,-175,0.493001
23.86,-2.41987,1.30942,-175,0.496378
23.88,-2.41805,1.30942,-175,0.499743
23.9,-2.41621,1.30942,-175,0.503097
23.92,-2.41435,1.30942,-175,0.506438
23.94,-2.41247,1.30942,-175,0.509768
23.96,-2.41057,1.30942,-175,0.513086
23.98,-2.40866,1.30942,-175,0.516393
24,-2.40672,1.30942,-175,0.519687
24.02,-2.40476,1.30942,-175,0.52297
24.04,-2.40278,1.30942,-175,0.526241
24.06,-2.40079,1.30942,-175,0.5295
24.08,-2.39877,1.30942,-175,0.532747
24.1,-2.39674,1.30942,-175,0.535983
24.12,-2.39468,1.30942,-175,0.539207
24.14,-2.39261,1.30942,-175,0.542419
24.16,-2.39052,1.30942,-175,0.545619
24.18,-2.38842,1.30942,-175,0.548808
24.2,-2.38629,1.30942,-175,0.551985
24.22,-2.38415,1.30942,-175,0.55515
24.24,-2.38199,1.30942,-175,0.558303
24.26,-2.37981,1.30942,-175,0.561445
24.28,-2.37761,1.30942,-175,0.564574
24.3,-2.3754,1.30942,-175,0.567693
24.32,-2.37317,1.30942,-175,0.570799
24.34,-2.37092,1.30942,-175,0.573894
24.36,-2.36866,1.30942,-175,0.576977
24.38,-2.36638,1.30942,-175,0.580048
24.4,-2.36409,1.30942,-175,0.583108
24.42,-2.36178,1.30942,-175,0.586156
24.44,-2.35945,1.30942,-175,0.589192
24.46,-2.35711,1.30942,-175,0.592217
24.48,-2.35475,1.30942,-175,0.59523
24.5,-2.35237,1.30942,-175,0.598231
24.52,-2.34999,1.30942,-175,0.601221
24.54,-2.34758,1.30942,-175,0.604199
24.56,-2.34516,1.30942,-175,0.607165
24.58,-2.34273,1.30942,-175,0.61012
24.6,-2.34028,1.30942,-175,0.613063
24.62,-2.33782,1.30942,-175,0.615994
24.64,-2.33535,1.30942,-175,0.618914
24.66,-2.33286,1.30942,-175,0.621822
24.68,-2.33035,1.30942,-175,0.624719
24.7,-2.32783,1.30942,-175,0.627604
24.72,-2.3253,1.30942,-175,0.630477
24.74,-2.32276,1.30942,-175,0.633339
24.76,-2.3202,1.30942,-175,0.636189
24.78,-2.31763,1.30942,-175,0.639028
24.8,-2.31505,1.30942,-175,0.641855
24.82,-2.31246,1.30942,-175,0.644671
24.84,-2.30985,1.30942,-175,0.647475
24.86,-2.30723,1.30942,-175,0.650267
24.88,-2.3046,1.30942,-175,0.653048
24.9,-2.30195,1.30942,-175,0.655817
24.92,-2.2993,1.30942,-175,0.658575
24.94,-2.29663,1.30942,-175,0.661321
24.96,-2.29395,1.30942,-175,0.664056
24.98,-2.29126,1.30942,-175,0.666779
25,-2.28856,1.30942,-175,0.66949
25.02,-2.28585,1.30942,-175,0.67219
25.04,-2.28313,1.30942,-175,0.674879
25.06,-2.2804,1.30942,-175,0.677556
25.08,-2.27765,1.30942,-175,0.680221
25.1,-2.2749,1.30942,-175,0.682875
25.12,-2.27214,1.30942,-175,0.685518
25.14,-2.26937,1.30942,-175,0.688149
25.16,-2.26658,1.30942,-175,0.690769
25.18,-2.26379,1.30942,-175,0.693377
25.2,-2.26099,1.30942,-175,0.695973
25.22,-2.25818,1.30942,-175,0.698559
25.24,-2.25536,1.30942,-175,0.701132
25.26,-2.25254,1.30942,-175,0.703695
25.28,-2.2497,1.30942,-175,0.706246
25.3,-2.24685,1.30942,-175,0.708785
25.32,-2.244,1.30942,-175,0.711313
25.34,-2.24114,1.30942,-175,0.71383
25.36,-2.23827,1.30942,-175,0.716335
25.38,-2.2354,1.30942,-175,0.718828
25.4,-2.23251,1.30942,-175,0.721311
25.42,-2.22962,1.30942,-175,0.723782
25.44,-2.22672,1.30942,-175,0.726241
25.46,-2.22382,1.30942,-175,0.728689
25.48,-2.2209,1.30942,-175,0.731126
25.5,-2.21799,1.30942,-175,0.733551
25.52,-2.21506,1.30942,-175,0.735965
25.54,-2.21213,1.30942,-175,0.738368
25.56,-2.20919,1.30942,-175,0.740759
25.58,-2.20625,1.30942,-175,0.743139
25.6,-2.2033,1.30942,-175,0.745507
25.62,-2.20034,1.30942,-175,0.747864
25.64,-2.19738,1.30942,-175,0.75021
25.66,-2.19441,1.30942,-175,0.752545
25.68,-2.19144,1.30942,-175,0.754868
25.7,-2.18847,1.30942,-175,0.75718
25.72,-2.18549,1.30942,-175,0.75948
25.74,-2.1825,1.30942,-175,0.761769
25.76,-2.17951,1.30942,-175,0.764047
25.78,-2.17652,1.30942,-175,0.766314
25.8,-2.17352,1.30942,-175,0.768569
25.82,-2.17052,1.30942,-175,0.770813
25.84,-2.16751,1.30942,-175,0.773045
25.86,-2.1645,1.30942,-175,0.775267
25.88,-2.16149,1.30942,-175,0.777477
25.9,-2.15847,1.30942,-175,0.779676
25.92,-2.15545,1.30942,-175,0.781863
25.94,-2.15243,1.30942,-175,0.784039
25.96,-2.14941,1.30942,-175,0.786204
25.98,-2.14638,1.30942,-175,0.788358
26,-2.14335,1.30942,-175,0.790501
26.02,-2.14032,1.30942,-175,0.792632
26.04,-2.13728,1.30942,-175,0.794752
26.06,-2.13425,1.30942,-175,0.796861
26.08,-2.13121,1.30942,-175,0.798959
26.1,-2.12817,1.30942,-175,0.801045
26.12,-2.12513,1.30942,-175,0.80312
26.14,-2.12209,1.30942,-175,0.805184
26.16,-2.11905,1.30942,-175,0.807237
26.18,-2.11601,1.30942,-175,0.809278
26.2,-2.11297,1.30942,-175,0.811309
26.22,-2.10992,1.30942,-175,0.813328
26.24,-2.10688,1.30942,-175,0.815336
26.26,-2.10383,1.30942,-175,0.817333
26.28,-2.10079,1.30942,-175,0.819319
26.3,-2.09775,1.30942,-175,0.821293
26.32,-2.0947,1.30942,-175,0.823257
26.34,-2.09166,1.30942,-175,0.825209
26.36,-2.08862,1.30942,-175,0.82715
26.38,-2.08558,1.30942,-175,0.82908
26.4,-2.08254,1.30942,-175,0.830999
26.42,-2.0795,1.30942,-175,0.832906
26.44,-2.07646,1.30942,-175,0.834803
26.46,-2.07343,1.30942,-175,0.836688
26.48,-2.07039,1.30942,-175,0.838563
26.5,-2.06736,1.30942,-175,0.840426
26.52,-2.06433,1.30942,-175,0.842278
26.54,-2.06131,1.30942,-175,0.844119
26.56,-2.05828,1.30942,-175,0.845949
26.58,-2.05526,1.30942,-175,0.847768
26.6,-2.05224,1.30942,-175,0.849575
26.62,-2.04922,1.30942,-175,0.851372
26.64,-2.04621,1.30942,-175,0.853158
26.66,-2.0432,1.30942,-175,0.854932
26.68,-2.0402,1.30942,-175,0.856696
26.7,-2.03719,1.30942,-175,0.858448
26.72,-2.0342,1.30942,-175,0.86019
26.74,-2.0312,1.30942,-175,0.86192
26.76,-2.02821,1.30942,-175,0.863639
26.78,-2.02523,1.30942,-175,0.865348
26.8,-2.02224,1.30942,-175,0.867045
26.82,-2.01927,1.30942,-175,0.868731
26.84,-2.0163,1.30942,-175,0.870406
26.86,-2.01333,1.30942,-175,0.872071
26.88,-2.01037,1.30942,-175,0.873724
26.9,-2.00741,1.30942,-175,0.875366
26.92,-2.00447,1.30942,-175,0.876997
26.94,-2.00152,1.30942,-175,0.878618
26.96,-1.99858,1.30942,-175,0.880227
26.98,-1.99565,1.30942,-175,0.881825
27,-1.99273,1.30942,-175,0.883413
27.02,-1.98981,1.30942,-175,0.884989
27.04,-1.98689,1.30942,-175,0.886555
27.06,-1.98399,1.30942,-175,0.888109
27.08,-1.98109,1.30942,-175,0.889653
27.1,-1.9782,1.30942,-175,0.891185
27.12,-1.97532,1.30942,-175,0.892707
27.14,-1.97244,1.30942,-175,0.894218
27.16,-1.96957,1.30942,-175,0.895717
27.18,-1.96671,1.30942,-175,0.897206
27.2,-1.96386,1.30942,-175,0.898684
27.22,-1.96101,1.30942,-175,0.900151
27.24,-1.95818,1.30942,-175,0.901608
27.26,-1.95535,1.30942,-175,0.903053
27.28,-1.95253,1.30942,-175,0.904487
27.3,-1.94972,1.30942,-175,0.905911
27.32,-1.94692,1.30942,-175,0.907323
27.34,-1.94413,1.30942,-175,0.908725
27.36,-1.94135,1.30942,-175,0.910116
27.38,-1.93857,1.30942,-175,0.911496
27.4,-1.93581,1.30942,-175,0.912865
27.42,-1.93306,1.30942,-175,0.914224
27.44,-1.93031,1.30942,-175,0.915571
27.46,-1.92758,1.30942,-175,0.916908
27.48,-1.92486,1.30942,-175,0.918233
27.5,-1.92215,1.30942,-175,0.919548
27.52,-1.91945,1.30942,-175,0.920853
27.54,-1.91676,1.30942,-175,0.922146
27.56,-1.91408,1.30942,-175,0.923428
27.58,-1.91141,1.30942,-175,0.9247
27.6,-1.90876,1.30942,-175,0.925961
27.62,-1.90612,1.30942,-175,0.927211
27.64,-1.90348,1.30942,-175,0.928451
27.66,-1.90086,1.30942,-175,0.929679
27.68,-1.89826,1.30942,-175,0.930897
27.7,-1.89566,1.30942,-175,0.932104
27.72,-1.89308,1.30942,-175,0.9333
27.74,-1.89051,1.30942,-175,0.934485
27.76,-1.88795,1.30942,-175,0.93566
27.78,-1.88541,1.30942,-175,0.936824
27.8,-1.88288,1.30942,-175,0.937977
27.82,-1.88036,1.30942,-175,0.93912
27.84,-1.87786,1.30942,-175,0.940252
27.86,-1.87537,1.30942,-175,0.941373
27.88,-1.87289,1.30942,-175,0.942483
27.9,-1.87043,1.30942,-175,0.943582
27.92,-1.86798,1.30942,-175,0.944671
27.94,-1.86555,1.30942,-175,0.945749
27.96,-1.86313,1.30942,-175,0.946817
27.98,-1.86073,1.30942,-175,0.947874
28,-1.85834,1.30942,-175,0.94892
28.02,-1.85596,1.30942,-175,0.949955
28.04,-1.8536,1.30942,-175,0.95098
28.06,-1.85126,1.30942,-175,0.951994
28.08,-1.84894,1.30942,-175,0.952997
28.1,-1.84662,1.30942,-175,0.95399
28.12,-1.84433,1.30942,-175,0.954972
28.14,-1.84205,1.30942,-175,0.955943
28.16,-1.83979,1.30942,-175,0.956904
28.18,-1.83754,1.30942,-175,0.957854
28.2,-1.83531,1.30942,-175,0.958793
28.22,-1.8331,1.30942,-175,0.959722
28.24,-1.8309,1.30942,-175,0.96064
28.26,-1.82873,1.30942,-175,0.961548
28.28,-1.82657,1.30942,-175,0.962445
28.3,-1.82442,1.30942,-175,0.963331
28.32,-1.8223,1.30942,-175,0.964207
28.34,-1.82019,1.30942,-175,0.965072
28.36,-1.8181,1.30942,-175,0.965927
28.38,-1.81603,1.30942,-175,0.966771
28.4,-1.81398,1.30942,-175,0.967604
28.42,-1.81194,1.30942,-175,0.968427
28.44,-1.80993,1.30942,-175,0.969239
28.46,-1.80793,1.30942,-175,0.970041
28.48,-1.80595,1.30942,-175,0.970832
28.5,-1.80399,1.30942,-175,0.971613
28.52,-1.80206,1.30942,-175,0.972383
28.54,-1.80014,1.30942,-175,0.973143
28.56,-1.79824,1.30942,-175,0.973891
28.58,-1.79636,1.30942,-175,0.97463
28.6,-1.7945,1.30942,-175,0.975358
28.62,-1.79266,1.30942,-175,0.976075
28.64,-1.79084,1.30942,-175,0.976782
28.66,-1.78905,1.30942,-175,0.977479
28.68,-1.78727,1.30942,-175,0.978164
28.7,-1.78552,1.30942,-175,0.97884
28.72,-1.78378,1.30942,-175,0.979505
28.74,-1.78207,1.30942,-175,0.980159
28.76,-1.78038,1.30942,-175,0.980803
28.78,-1.77871,1.30942,-175,0.981437
28.8,-1.77706,1.30942,-175,0.98206
28.82,-1.77544,1.30942,-175,0.982672
28.84,-1.77383,1.30942,-175,0.983274
28.86,-1.77225,1.30942,-175,0.983866
28.88,-1.77069,1.30942,-175,0.984447
28.9,-1.76916,1.30942,-175,0.985018
28.92,-1.76765,1.30942,-175,0.985578
28.94,-1.76616,1.30942,-175,0.986128
28.96,-1.76469,1.30942,-175,0.986667
28.98,-1.76325,1.30942,-175,0.987196
29,-1.76183,1.30942,-175,0.987715
29.02,-1.76043,1.30942,-175,0.988223
29.04,-1.75906,1.30942,-175,0.988721
29.06,-1.75772,1.30942,-175,0.989209
29.08,-1.75639,1.30942,-175,0.989686
29.1,-1.7551,1.30942,-175,0.990152
29.12,-1.75382,1.30942,-175,0.990608
29.14,-1.75257,1.30942,-175,0.991054
29.16,-1.75135,1.30942,-175,0.99149
29.18,-1.75015,1.30942,-175,0.991915
29.2,-1.74898,1.30942,-175,0.99233
29.22,-1.74783,1.30942,-175,0.992734
29.24,-1.74671,1.30942,-175,0.993128
29.26,-1.74561,1.30942,-175,0.993512
29.28,-1.74454,1.30942,-175,0.993886
29.3,-1.7435,1.30942,-175,0.994249
29.32,-1.74248,1.30942,-175,0.994601
29.34,-1.74149,1.30942,-175,0.994944
29.36,-1.74053,1.30942,-175,0.995276
29.38,-1.73959,1.30942,-175,0.995598
29.4,-1.73868,1.30942,-175,0.995909
29.42,-1.7378,1.30942,-175,0.996211
29.44,-1.73694,1.30942,-175,0.996502
29.46,-1.73612,1.30942,-175,0.996782
29.48,-1.73532,1.30942,-175,0.997053
29.5,-1.73455,1.30942,-175,0.997313
29.52,-1.7338,1.30942,-175,0.997563
29.54,-1.73309,1.30942,-175,0.997802
29.56,-1.7324,1.30942,-175,0.998032
29.58,-1.73174,1.30942,-175,0.998251
29.6,-1.73111,1.30942,-175,0.998459
29.62,-1.73051,1.30942,-175,0.998658
29.64,-1.72994,1.30942,-175,0.998846
29.66,-1.7294,1.30942,-175,0.999024
29.68,-1.72889,1.30942,-175,0.999192
29.7,-1.7284,1.30942,-175,0.99935
29.72,-1.72795,1.30942,-175,0.999498
29.74,-1.72753,1.30942,-175,0.999635
29.76,-1.72714,1.30942,-175,0.999762
29.78,-1.72678,1.30942,-175,0.999879
29.8,-1.72644,1.30942,-175,0.999985
29.82,-1.72614,1.30942,-175,1.00008
29.84,-1.72587,1.30942,-175,1.00017
29.86,-1.72564,1.30942,-175,1.00024
29.88,-1.72543,1.30942,-175,1.00031
29.9,-1.72525,1.30942,-175,1.00037
29.92,-1.72511,1.30942,-175,1.00041
29.94,-1.72499,1.30942,-175,1.00045
29.96,-1.72491,1.30942,-175,1.00047
29.98,-1.72487,1.30942,-175,1.00049
30,-1.72485,1.30942,-175,1.00049
